method,k,alpha,beta,sample,class,silhouette_value
SIWKL,41,1.0,0.0001,sample06.pathological,pathological,0.21219929352202438
SIWKL,41,1.0,0.0001,sample07.pathological,pathological,0.2159296252145314
SIWKL,41,1.0,0.0001,sample08.pathological,pathological,0.21693612441857196
SIWKL,41,1.0,0.0001,sample09.pathological,pathological,0.22599236856629246
SIWKL,41,1.0,0.0001,sample10.pathological,pathological,0.22464124887901524
SIWKL,41,1.0,1e-06,sample01.functional,functional,-0.08404744354025569
SIWKL,41,1.0,1e-06,sample02.functional,functional,-0.07885662142251769
SIWKL,41,1.0,1e-06,sample03.functional,functional,-0.07752451340710398
SIWKL,41,1.0,1e-06,sample04.functional,functional,-0.07621040956903084
SIWKL,41,1.0,1e-06,sample05.functional,functional,-0.09104445519945693
SIWKL,41,1.0,1e-06,sample06.pathological,pathological,0.21219889477701348
SIWKL,41,1.0,1e-06,sample07.pathological,pathological,0.21592921097020412
SIWKL,41,1.0,1e-06,sample08.pathological,pathological,0.2169356938845234
SIWKL,41,1.0,1e-06,sample09.pathological,pathological,0.2259919189908791
SIWKL,41,1.0,1e-06,sample10.pathological,pathological,0.22464081612019932
SIWKL,41,0.1,1.0,sample01.functional,functional,-0.08356991625301328
SIWKL,41,0.1,1.0,sample02.functional,functional,-0.07833295625005815
SIWKL,41,0.1,1.0,sample03.functional,functional,-0.0773787470625155
SIWKL,41,0.1,1.0,sample04.functional,functional,-0.07598697741077508
SIWKL,41,0.1,1.0,sample05.functional,functional,-0.0906996931574149
SIWKL,41,0.1,1.0,sample06.pathological,pathological,0.21428306486206028
SIWKL,41,0.1,1.0,sample07.pathological,pathological,0.21809518084701873
SIWKL,41,0.1,1.0,sample08.pathological,pathological,0.21919219813673976
SIWKL,41,0.1,1.0,sample09.pathological,pathological,0.2283996578623307
SIWKL,41,0.1,1.0,sample10.pathological,pathological,0.2269473822096938
SIWKL,41,0.1,0.1,sample01.functional,functional,-0.08322770875284177
SIWKL,41,0.1,0.1,sample02.functional,functional,-0.0780926854346079
SIWKL,41,0.1,0.1,sample03.functional,functional,-0.07722872853618519
SIWKL,41,0.1,0.1,sample04.functional,functional,-0.07580482769513845
SIWKL,41,0.1,0.1,sample05.functional,functional,-0.09030170616034736
SIWKL,41,0.1,0.1,sample06.pathological,pathological,0.21194186521522748
SIWKL,41,0.1,0.1,sample07.pathological,pathological,0.21567492788953438
SIWKL,41,0.1,0.1,sample08.pathological,pathological,0.21667880066531167
SIWKL,41,0.1,0.1,sample09.pathological,pathological,0.22577360879060898
SIWKL,41,0.1,0.1,sample10.pathological,pathological,0.22442280804719544
SIWKL,41,0.1,0.01,sample01.functional,functional,-0.08318648175973847
SIWKL,41,0.1,0.01,sample02.functional,functional,-0.0780671722224515
SIWKL,41,0.1,0.01,sample03.functional,functional,-0.07721672915540095
SIWKL,41,0.1,0.01,sample04.functional,functional,-0.07578800382696382
SIWKL,41,0.1,0.01,sample05.functional,functional,-0.09025162368605695
SIWKL,41,0.1,0.01,sample06.pathological,pathological,0.21160045605557148
SIWKL,41,0.1,0.01,sample07.pathological,pathological,0.21532040250578185
SIWKL,41,0.1,0.01,sample08.pathological,pathological,0.21631034087882978
SIWKL,41,0.1,0.01,sample09.pathological,pathological,0.22538865733361388
SIWKL,41,0.1,0.01,sample10.pathological,pathological,0.22405237486939336
SIWKL,41,0.1,0.001,sample01.functional,functional,-0.08318226201277111
SIWKL,41,0.1,0.001,sample02.functional,functional,-0.07806461403641958
SIWKL,41,0.1,0.001,sample03.functional,functional,-0.07721559492858972
SIWKL,41,0.1,0.001,sample04.functional,functional,-0.07578636106791448
SIWKL,41,0.1,0.001,sample05.functional,functional,-0.09024646406488214
SIWKL,41,0.1,0.001,sample06.pathological,pathological,0.21156459464942665
SIWKL,41,0.1,0.001,sample07.pathological,pathological,0.21528314273968843
SIWKL,41,0.1,0.001,sample08.pathological,pathological,0.21627161290539074
SIWKL,41,0.1,0.001,sample09.pathological,pathological,0.22534819769439973
SIWKL,41,0.1,0.001,sample10.pathological,pathological,0.22401343543072455
SIWKL,41,0.1,0.0001,sample01.functional,functional,-0.08318183902382889
SIWKL,41,0.1,0.0001,sample02.functional,functional,-0.07806435816519879
SIWKL,41,0.1,0.0001,sample03.functional,functional,-0.07721548222625198
SIWKL,41,0.1,0.0001,sample04.functional,functional,-0.07578619723451724
SIWKL,41,0.1,0.0001,sample05.functional,functional,-0.09024594650814115
SIWKL,41,0.1,0.0001,sample06.pathological,pathological,0.2115609902019018
SIWKL,41,0.1,0.0001,sample07.pathological,pathological,0.21527939752935354
SIWKL,41,0.1,0.0001,sample08.pathological,pathological,0.21626772007792155
SIWKL,41,0.1,0.0001,sample09.pathological,pathological,0.22534413082469795
SIWKL,41,0.1,0.0001,sample10.pathological,pathological,0.22400952130594057
SIWKL,41,0.1,1e-06,sample01.functional,functional,-0.08318179248373433
SIWKL,41,0.1,1e-06,sample02.functional,functional,-0.07806433001879949
SIWKL,41,0.1,1e-06,sample03.functional,functional,-0.07721546983706573
SIWKL,41,0.1,1e-06,sample04.functional,functional,-0.07578617921781025
SIWKL,41,0.1,1e-06,sample05.functional,functional,-0.09024588955910305
SIWKL,41,0.1,1e-06,sample06.pathological,pathological,0.21156059350815418
SIWKL,41,0.1,1e-06,sample07.pathological,pathological,0.2152789853413384
SIWKL,41,0.1,1e-06,sample08.pathological,pathological,0.21626729164312378
SIWKL,41,0.1,1e-06,sample09.pathological,pathological,0.22534368323547407
SIWKL,41,0.1,1e-06,sample10.pathological,pathological,0.2240090905267528
SIWKL,41,0.01,1.0,sample01.functional,functional,-0.08324649812500444
SIWKL,41,0.01,1.0,sample02.functional,functional,-0.07803904632399539
SIWKL,41,0.01,1.0,sample03.functional,functional,-0.07726185164509808
SIWKL,41,0.01,1.0,sample04.functional,functional,-0.07582766229786911
SIWKL,41,0.01,1.0,sample05.functional,functional,-0.09040200998834891
SIWKL,41,0.01,1.0,sample06.pathological,pathological,0.21404493049799406
SIWKL,41,0.01,1.0,sample07.pathological,pathological,0.21785316634816854
SIWKL,41,0.01,1.0,sample08.pathological,pathological,0.2189436093270626
SIWKL,41,0.01,1.0,sample09.pathological,pathological,0.2281592323298548
SIWKL,41,0.01,1.0,sample10.pathological,pathological,0.22671210774669986
SIWKL,41,0.01,0.1,sample01.functional,functional,-0.08291122864779164
SIWKL,41,0.01,0.1,sample02.functional,functional,-0.0778050872116481
SIWKL,41,0.01,0.1,sample03.functional,functional,-0.07711426166185921
SIWKL,41,0.01,0.1,sample04.functional,functional,-0.07564888916333033
SIWKL,41,0.01,0.1,sample05.functional,functional,-0.09001032649125244
SIWKL,41,0.01,0.1,sample06.pathological,pathological,0.21170833587277402
SIWKL,41,0.01,0.1,sample07.pathological,pathological,0.21543753496857984
SIWKL,41,0.01,0.1,sample08.pathological,pathological,0.21643493225817467
SIWKL,41,0.01,0.1,sample09.pathological,pathological,0.2255376542025314
SIWKL,41,0.01,0.1,sample10.pathological,pathological,0.224191986530643
SIWKL,41,0.01,0.01,sample01.functional,functional,-0.08287097868563206
SIWKL,41,0.01,0.01,sample02.functional,functional,-0.0777804644099689
SIWKL,41,0.01,0.01,sample03.functional,functional,-0.07710261161263708
SIWKL,41,0.01,0.01,sample04.functional,functional,-0.07563254551126733
SIWKL,41,0.01,0.01,sample05.functional,functional,-0.08996113244251323
SIWKL,41,0.01,0.01,sample06.pathological,pathological,0.21136757018118213
SIWKL,41,0.01,0.01,sample07.pathological,pathological,0.21508365468841384
SIWKL,41,0.01,0.01,sample08.pathological,pathological,0.21606713105037312
SIWKL,41,0.01,0.01,sample09.pathological,pathological,0.22515332589123488
SIWKL,41,0.01,0.01,sample10.pathological,pathological,0.2238221744675539
SIWKL,41,0.01,0.001,sample01.functional,functional,-0.08286686115201891
SIWKL,41,0.01,0.001,sample02.functional,functional,-0.07777799939565577
SIWKL,41,0.01,0.001,sample03.functional,functional,-0.07710151402658616
SIWKL,41,0.01,0.001,sample04.functional,functional,-0.07563095305242552
SIWKL,41,0.01,0.001,sample05.functional,functional,-0.08995606577339117
SIWKL,41,0.01,0.001,sample06.pathological,pathological,0.21133177603292524
SIWKL,41,0.01,0.001,sample07.pathological,pathological,0.21504646234250796
SIWKL,41,0.01,0.001,sample08.pathological,pathological,0.21602847190142713
SIWKL,41,0.01,0.001,sample09.pathological,pathological,0.22511293136588537
SIWKL,41,0.01,0.001,sample10.pathological,pathological,0.22378329993669724
SIWKL,41,0.01,0.0001,sample01.functional,functional,-0.08286644843236791
SIWKL,41,0.01,0.0001,sample02.functional,functional,-0.07777775288552974
SIWKL,41,0.01,0.0001,sample03.functional,functional,-0.07710140500649416
SIWKL,41,0.01,0.0001,sample04.functional,functional,-0.07563079427328648
SIWKL,41,0.01,0.0001,sample05.functional,functional,-0.08995555755554985
SIWKL,41,0.01,0.0001,sample06.pathological,pathological,0.2113281783421418
SIWKL,41,0.01,0.0001,sample07.pathological,pathological,0.21504272390512985
SIWKL,41,0.01,0.0001,sample08.pathological,pathological,0.2160245859879494
SIWKL,41,0.01,0.0001,sample09.pathological,pathological,0.2251088710373324
SIWKL,41,0.01,0.0001,sample10.pathological,pathological,0.22377939233242636
SIWKL,41,0.01,1e-06,sample01.functional,functional,-0.08286640302243174
SIWKL,41,0.01,1e-06,sample02.functional,functional,-0.07777772576934204
SIWKL,41,0.01,1e-06,sample03.functional,functional,-0.07710139302255815
SIWKL,41,0.01,1e-06,sample04.functional,functional,-0.07563077681281906
SIWKL,41,0.01,1e-06,sample05.functional,functional,-0.08995550163427858
SIWKL,41,0.01,1e-06,sample06.pathological,pathological,0.21132778239198113
SIWKL,41,0.01,1e-06,sample07.pathological,pathological,0.21504231246248515
SIWKL,41,0.01,1e-06,sample08.pathological,pathological,0.2160241583140424
SIWKL,41,0.01,1e-06,sample09.pathological,pathological,0.22510842416796722
SIWKL,41,0.01,1e-06,sample10.pathological,pathological,0.22377896227082691
SIWKL,41,0.001,1.0,sample01.functional,functional,-0.08311630120802349
SIWKL,41,0.001,1.0,sample02.functional,functional,-0.07792102507754578
SIWKL,41,0.001,1.0,sample03.functional,functional,-0.0772145733226873
SIWKL,41,0.001,1.0,sample04.functional,functional,-0.07576339736998125
SIWKL,41,0.001,1.0,sample05.functional,functional,-0.09028246114793202
SIWKL,41,0.001,1.0,sample06.pathological,pathological,0.21394895130566682
SIWKL,41,0.001,1.0,sample07.pathological,pathological,0.2177558151130152
SIWKL,41,0.001,1.0,sample08.pathological,pathological,0.21884367604889207
SIWKL,41,0.001,1.0,sample09.pathological,pathological,0.22806279011122554
SIWKL,41,0.001,1.0,sample10.pathological,pathological,0.226617392816145
SIWKL,41,0.001,0.1,sample01.functional,functional,-0.08278382022423503
SIWKL,41,0.001,0.1,sample02.functional,functional,-0.07768959988334692
SIWKL,41,0.001,0.1,sample03.functional,functional,-0.07706796300477396
SIWKL,41,0.001,0.1,sample04.functional,functional,-0.07558598383134975
SIWKL,41,0.001,0.1,sample05.functional,functional,-0.08989331074617446
SIWKL,41,0.001,0.1,sample06.pathological,pathological,0.21161420529589825
SIWKL,41,0.001,0.1,sample07.pathological,pathological,0.21534204037216625
SIWKL,41,0.001,0.1,sample08.pathological,pathological,0.21633689555935637
SIWKL,41,0.001,0.1,sample09.pathological,pathological,0.22544300993238245
SIWKL,41,0.001,0.1,sample10.pathological,pathological,0.22409906010290484
SIWKL,41,0.001,0.01,sample01.functional,functional,-0.08274396304782967
SIWKL,41,0.001,0.01,sample02.functional,functional,-0.07766533465576761
SIWKL,41,0.001,0.01,sample03.functional,functional,-0.07705645390098961
SIWKL,41,0.001,0.01,sample04.functional,functional,-0.07556983357842068
SIWKL,41,0.001,0.01,sample05.functional,functional,-0.08984447380338116
SIWKL,41,0.001,0.01,sample06.pathological,pathological,0.21127369798052711
SIWKL,41,0.001,0.01,sample07.pathological,pathological,0.21498841932275348
SIWKL,41,0.001,0.01,sample08.pathological,pathological,0.21596935903102185
SIWKL,41,0.001,0.01,sample09.pathological,pathological,0.2250589322909768
SIWKL,41,0.001,0.01,sample10.pathological,pathological,0.22372949757613375
SIWKL,41,0.001,0.001,sample01.functional,functional,-0.08273988660723322
SIWKL,41,0.001,0.001,sample02.functional,functional,-0.07766290705895548
SIWKL,41,0.001,0.001,sample03.functional,functional,-0.07705537109874414
SIWKL,41,0.001,0.001,sample04.functional,functional,-0.07556826137760059
SIWKL,41,0.001,0.001,sample05.functional,functional,-0.08983944449772219
SIWKL,41,0.001,0.001,sample06.pathological,pathological,0.21123793083959502
SIWKL,41,0.001,0.001,sample07.pathological,pathological,0.21495125407008442
SIWKL,41,0.001,0.001,sample08.pathological,pathological,0.21593072754318243
SIWKL,41,0.001,0.001,sample09.pathological,pathological,0.2250185639596099
SIWKL,41,0.001,0.001,sample10.pathological,pathological,0.22369064912318817
SIWKL,41,0.001,0.0001,sample01.functional,functional,-0.08273947801617663
SIWKL,41,0.001,0.0001,sample02.functional,functional,-0.07766266430823167
SIWKL,41,0.001,0.0001,sample03.functional,functional,-0.07705526356436695
SIWKL,41,0.001,0.0001,sample04.functional,functional,-0.07556810463402942
SIWKL,41,0.001,0.0001,sample05.functional,functional,-0.08983894003380134
SIWKL,41,0.001,0.0001,sample06.pathological,pathological,0.2112343358619809
SIWKL,41,0.001,0.0001,sample07.pathological,pathological,0.21494751835447135
SIWKL,41,0.001,0.0001,sample08.pathological,pathological,0.215926844408501
SIWKL,41,0.001,0.0001,sample09.pathological,pathological,0.22501450626243713
SIWKL,41,0.001,0.0001,sample10.pathological,pathological,0.22368674413866216
SIWKL,41,0.001,1e-06,sample01.functional,functional,-0.08273943306060144
SIWKL,41,0.001,1e-06,sample02.functional,functional,-0.0776626376057754
SIWKL,41,0.001,1e-06,sample03.functional,functional,-0.07705525174394183
SIWKL,41,0.001,1e-06,sample04.functional,functional,-0.07556808739758335
SIWKL,41,0.001,1e-06,sample05.functional,functional,-0.08983888452565797
SIWKL,41,0.001,1e-06,sample06.pathological,pathological,0.2112339402104079
SIWKL,41,0.001,1e-06,sample07.pathological,pathological,0.21494710721135993
SIWKL,41,0.001,1e-06,sample08.pathological,pathological,0.21592641704040327
SIWKL,41,0.001,1e-06,sample09.pathological,pathological,0.2250140596826578
SIWKL,41,0.001,1e-06,sample10.pathological,pathological,0.22368631436536804
SIWKL,41,0.0001,1.0,sample01.functional,functional,-0.0830497093734159
SIWKL,41,0.0001,1.0,sample02.functional,functional,-0.07786069644070502
SIWKL,41,0.0001,1.0,sample03.functional,functional,-0.07719036216279869
SIWKL,41,0.0001,1.0,sample04.functional,functional,-0.07573050698235041
SIWKL,41,0.0001,1.0,sample05.functional,functional,-0.09022136018611929
SIWKL,41,0.0001,1.0,sample06.pathological,pathological,0.21389984318182298
SIWKL,41,0.0001,1.0,sample07.pathological,pathological,0.2177060349255723
SIWKL,41,0.0001,1.0,sample08.pathological,pathological,0.2187925852453114
SIWKL,41,0.0001,1.0,sample09.pathological,pathological,0.22801351700321715
SIWKL,41,0.0001,1.0,sample10.pathological,pathological,0.2265689490091155
SIWKL,41,0.0001,0.1,sample01.functional,functional,-0.08271865425847358
SIWKL,41,0.0001,0.1,sample02.functional,functional,-0.07763056672656367
SIWKL,41,0.0001,0.1,sample03.functional,functional,-0.07704425330935348
SIWKL,41,0.0001,0.1,sample04.functional,functional,-0.07555378909983106
SIWKL,41,0.0001,0.1,sample05.functional,functional,-0.08983350494559476
SIWKL,41,0.0001,0.1,sample06.pathological,pathological,0.21156604204909493
SIWKL,41,0.0001,0.1,sample07.pathological,pathological,0.21529320942361313
SIWKL,41,0.0001,0.1,sample08.pathological,pathological,0.21628677446762748
SIWKL,41,0.0001,0.1,sample09.pathological,pathological,0.22539465640150358
SIWKL,41,0.0001,0.1,sample10.pathological,pathological,0.224051530624147
SIWKL,41,0.0001,0.01,sample01.functional,functional,-0.08267899793598103
SIWKL,41,0.0001,0.01,sample02.functional,functional,-0.07760648431763349
SIWKL,41,0.0001,0.01,sample03.functional,functional,-0.0770328163524496
SIWKL,41,0.0001,0.01,sample04.functional,functional,-0.07553773780403375
SIWKL,41,0.0001,0.01,sample05.functional,functional,-0.08978485059481305
SIWKL,41,0.0001,0.01,sample06.pathological,pathological,0.21122566680045923
SIWKL,41,0.0001,0.01,sample07.pathological,pathological,0.21493972091505273
SIWKL,41,0.0001,0.01,sample08.pathological,pathological,0.2159193732733937
SIWKL,41,0.0001,0.01,sample09.pathological,pathological,0.2250107069732526
SIWKL,41,0.0001,0.01,sample10.pathological,pathological,0.22368209567106845
SIWKL,41,0.0001,0.001,sample01.functional,functional,-0.08267494250868426
SIWKL,41,0.0001,0.001,sample02.functional,functional,-0.07760407585152948
SIWKL,41,0.0001,0.001,sample03.functional,functional,-0.07703174111771548
SIWKL,41,0.0001,0.001,sample04.functional,functional,-0.07553617596871623
SIWKL,41,0.0001,0.001,sample05.functional,functional,-0.08977984039354399
SIWKL,41,0.0001,0.001,sample06.pathological,pathological,0.21118991346412777
SIWKL,41,0.0001,0.001,sample07.pathological,pathological,0.21490256951480952
SIWKL,41,0.0001,0.001,sample08.pathological,pathological,0.21588075592909914
SIWKL,41,0.0001,0.001,sample09.pathological,pathological,0.22497035203970528
SIWKL,41,0.0001,0.001,sample10.pathological,pathological,0.22364326055032394
SIWKL,41,0.0001,0.0001,sample01.functional,functional,-0.08267453602882323
SIWKL,41,0.0001,0.0001,sample02.functional,functional,-0.0776038350229027
SIWKL,41,0.0001,0.0001,sample03.functional,functional,-0.07703163434384327
SIWKL,41,0.0001,0.0001,sample04.functional,functional,-0.07553602026669223
SIWKL,41,0.0001,0.0001,sample05.functional,functional,-0.0897793378490485
SIWKL,41,0.0001,0.0001,sample06.pathological,pathological,0.21118631987333142
SIWKL,41,0.0001,0.0001,sample07.pathological,pathological,0.2148988351908011
SIWKL,41,0.0001,0.0001,sample08.pathological,pathological,0.2158768742152598
SIWKL,41,0.0001,0.0001,sample09.pathological,pathological,0.22496629568844453
SIWKL,41,0.0001,0.0001,sample10.pathological,pathological,0.22363935690512995
SIWKL,41,0.0001,1e-06,sample01.functional,functional,-0.08267449130559014
SIWKL,41,0.0001,1e-06,sample02.functional,functional,-0.07760380853197803
SIWKL,41,0.0001,1e-06,sample03.functional,functional,-0.0770316226071158
SIWKL,41,0.0001,1e-06,sample04.functional,functional,-0.0755360031448725
SIWKL,41,0.0001,1e-06,sample05.functional,functional,-0.08977928255214301
SIWKL,41,0.0001,1e-06,sample06.pathological,pathological,0.2111859243743794
SIWKL,41,0.0001,1e-06,sample07.pathological,pathological,0.2148984242008371
SIWKL,41,0.0001,1e-06,sample08.pathological,pathological,0.21587644700352676
SIWKL,41,0.0001,1e-06,sample09.pathological,pathological,0.2249658492567836
SIWKL,41,0.0001,1e-06,sample10.pathological,pathological,0.22363892727923054
SIWKL,41,1e-06,1.0,sample01.functional,functional,-0.08298291550147673
SIWKL,41,1e-06,1.0,sample02.functional,functional,-0.07780019055474716
SIWKL,41,1e-06,1.0,sample03.functional,functional,-0.07716606794421753
SIWKL,41,1e-06,1.0,sample04.functional,functional,-0.07569750852496686
SIWKL,41,1e-06,1.0,sample05.functional,functional,-0.09016008275427603
SIWKL,41,1e-06,1.0,sample06.pathological,pathological,0.21385058284478073
SIWKL,41,1e-06,1.0,sample07.pathological,pathological,0.21765610696191012
SIWKL,41,1e-06,1.0,sample08.pathological,pathological,0.218741344790228
SIWKL,41,1e-06,1.0,sample09.pathological,pathological,0.22796410692643396
SIWKL,41,1e-06,1.0,sample10.pathological,pathological,0.22652035888344377
SIWKL,41,1e-06,0.1,sample01.functional,functional,-0.08265329065965582
SIWKL,41,1e-06,0.1,sample02.functional,functional,-0.07757136034739275
SIWKL,41,1e-06,0.1,sample03.functional,functional,-0.07702046236136992
SIWKL,41,1e-06,0.1,sample04.functional,functional,-0.07552148870407968
SIWKL,41,1e-06,0.1,sample05.functional,functional,-0.08977352668693794
SIWKL,41,1e-06,0.1,sample06.pathological,pathological,0.21151772940218908
SIWKL,41,1e-06,0.1,sample07.pathological,pathological,0.21524423358959827
SIWKL,41,1e-06,0.1,sample08.pathological,pathological,0.21623650669553263
SIWKL,41,1e-06,0.1,sample09.pathological,pathological,0.22534616878472583
SIWKL,41,1e-06,0.1,sample10.pathological,pathological,0.22400385759184405
SIWKL,41,1e-06,0.01,sample01.functional,functional,-0.08261383581179274
SIWKL,41,1e-06,0.01,sample02.functional,functional,-0.07754746132555149
SIWKL,41,1e-06,0.01,sample03.functional,functional,-0.07700909781027811
SIWKL,41,1e-06,0.01,sample04.functional,functional,-0.07550553670696385
SIWKL,41,1e-06,0.01,sample05.functional,functional,-0.08972505549370335
SIWKL,41,1e-06,0.01,sample06.pathological,pathological,0.21117748661358707
SIWKL,41,1e-06,0.01,sample07.pathological,pathological,0.21489087802583975
SIWKL,41,1e-06,0.01,sample08.pathological,pathological,0.21586924125038848
SIWKL,41,1e-06,0.01,sample09.pathological,pathological,0.22496234797217743
SIWKL,41,1e-06,0.01,sample10.pathological,pathological,0.22363455059855702
SIWKL,41,1e-06,0.001,sample01.functional,functional,-0.08260980146273518
SIWKL,41,1e-06,0.001,sample02.functional,functional,-0.0775450720496397
SIWKL,41,1e-06,0.001,sample03.functional,functional,-0.07700803017020054
SIWKL,41,1e-06,0.001,sample04.functional,functional,-0.07550398527291516
SIWKL,41,1e-06,0.001,sample05.functional,functional,-0.08972006445599325
SIWKL,41,1e-06,0.001,sample06.pathological,pathological,0.2111417471229674
SIWKL,41,1e-06,0.001,sample07.pathological,pathological,0.2148537405202442
SIWKL,41,1e-06,0.001,sample08.pathological,pathological,0.21583063809301167
SIWKL,41,1e-06,0.001,sample09.pathological,pathological,0.22492200647852112
SIWKL,41,1e-06,0.001,sample10.pathological,pathological,0.22359572885036624
SIWKL,41,1e-06,0.0001,sample01.functional,functional,-0.08260939710059528
SIWKL,41,1e-06,0.0001,sample02.functional,functional,-0.07754483314908665
SIWKL,41,1e-06,0.0001,sample03.functional,functional,-0.07700792415956177
SIWKL,41,1e-06,0.0001,sample04.functional,functional,-0.07550383061603265
SIWKL,41,1e-06,0.0001,sample05.functional,functional,-0.08971956383686802
SIWKL,41,1e-06,0.0001,sample06.pathological,pathological,0.21113815492311885
SIWKL,41,1e-06,0.0001,sample07.pathological,pathological,0.21485000759208206
SIWKL,41,1e-06,0.0001,sample08.pathological,pathological,0.215826757804371
SIWKL,41,1e-06,0.0001,sample09.pathological,pathological,0.22491795147739788
SIWKL,41,1e-06,0.0001,sample10.pathological,pathological,0.22359182654855786
SIWKL,41,1e-06,1e-06,sample01.functional,functional,-0.08260935261042186
SIWKL,41,1e-06,1e-06,sample02.functional,functional,-0.07754480687035087
SIWKL,41,1e-06,1e-06,sample03.functional,functional,-0.07700791250683185
SIWKL,41,1e-06,1e-06,sample04.functional,functional,-0.07550381360923458
SIWKL,41,1e-06,1e-06,sample05.functional,functional,-0.08971950875185324
SIWKL,41,1e-06,1e-06,sample06.pathological,pathological,0.21113775957724248
SIWKL,41,1e-06,1e-06,sample07.pathological,pathological,0.21484959675573254
SIWKL,41,1e-06,1e-06,sample08.pathological,pathological,0.2158263307494827
SIWKL,41,1e-06,1e-06,sample09.pathological,pathological,0.2249175051943208
SIWKL,41,1e-06,1e-06,sample10.pathological,pathological,0.2235913970704993
SIWKL,51,1.0,1.0,sample01.functional,functional,-0.09152504682533463
SIWKL,51,1.0,1.0,sample02.functional,functional,-0.08572696068020434
SIWKL,51,1.0,1.0,sample03.functional,functional,-0.08269143462652281
SIWKL,51,1.0,1.0,sample04.functional,functional,-0.0821150784739905
SIWKL,51,1.0,1.0,sample05.functional,functional,-0.09874018393262816
SIWKL,51,1.0,1.0,sample06.pathological,pathological,0.23086378324475046
SIWKL,51,1.0,1.0,sample07.pathological,pathological,0.2341877983827132
SIWKL,51,1.0,1.0,sample08.pathological,pathological,0.23670830754751418
SIWKL,51,1.0,1.0,sample09.pathological,pathological,0.24452263846808692
SIWKL,51,1.0,1.0,sample10.pathological,pathological,0.24365933785931154
SIWKL,51,1.0,0.1,sample01.functional,functional,-0.0911675597164888
SIWKL,51,1.0,0.1,sample02.functional,functional,-0.08546712823270959
SIWKL,51,1.0,0.1,sample03.functional,functional,-0.08254694847512613
SIWKL,51,1.0,0.1,sample04.functional,functional,-0.0819312169761872
SIWKL,51,1.0,0.1,sample05.functional,functional,-0.09832091613199163
SIWKL,51,1.0,0.1,sample06.pathological,pathological,0.22837549770862964
SIWKL,51,1.0,0.1,sample07.pathological,pathological,0.2316223083471323
SIWKL,51,1.0,0.1,sample08.pathological,pathological,0.23403871584258157
SIWKL,51,1.0,0.1,sample09.pathological,pathological,0.24177185757953293
SIWKL,51,1.0,0.1,sample10.pathological,pathological,0.24099768635510938
SIWKL,51,1.0,0.01,sample01.functional,functional,-0.09112454883429774
SIWKL,51,1.0,0.01,sample02.functional,functional,-0.08543925878945262
SIWKL,51,1.0,0.01,sample03.functional,functional,-0.08253637271669449
SIWKL,51,1.0,0.01,sample04.functional,functional,-0.08191470005319909
SIWKL,51,1.0,0.01,sample05.functional,functional,-0.09826817970588027
SIWKL,51,1.0,0.01,sample06.pathological,pathological,0.2280122452935758
SIWKL,51,1.0,0.01,sample07.pathological,pathological,0.23124619776663252
SIWKL,51,1.0,0.01,sample08.pathological,pathological,0.23364701414692313
SIWKL,51,1.0,0.01,sample09.pathological,pathological,0.24136851357191372
SIWKL,51,1.0,0.01,sample10.pathological,pathological,0.24060672448041223
SIWKL,51,1.0,0.001,sample01.functional,functional,-0.09112014758755974
SIWKL,51,1.0,0.001,sample02.functional,functional,-0.08543645967448973
SIWKL,51,1.0,0.001,sample03.functional,functional,-0.08253539607466343
SIWKL,51,1.0,0.001,sample04.functional,functional,-0.081913096852927
SIWKL,51,1.0,0.001,sample05.functional,functional,-0.09826274730049467
SIWKL,51,1.0,0.001,sample06.pathological,pathological,0.22797408453704804
SIWKL,51,1.0,0.001,sample07.pathological,pathological,0.23120666556444508
SIWKL,51,1.0,0.001,sample08.pathological,pathological,0.23360583899423593
SIWKL,51,1.0,0.001,sample09.pathological,pathological,0.24132611955054514
SIWKL,51,1.0,0.001,sample10.pathological,pathological,0.24056562188407016
SIWKL,51,1.0,0.0001,sample01.functional,functional,-0.09111970641676541
SIWKL,51,1.0,0.0001,sample02.functional,functional,-0.08543617965529032
SIWKL,51,1.0,0.0001,sample03.functional,functional,-0.08253529929432901
SIWKL,51,1.0,0.0001,sample04.functional,functional,-0.08191293707120097
SIWKL,51,1.0,0.0001,sample05.functional,functional,-0.09826220238801246
SIWKL,51,1.0,0.0001,sample06.pathological,pathological,0.2279702489298379
SIWKL,51,1.0,0.0001,sample07.pathological,pathological,0.23120269189756093
SIWKL,51,1.0,0.0001,sample08.pathological,pathological,0.2336017001392907
SIWKL,51,1.0,0.0001,sample09.pathological,pathological,0.2413218582302211
SIWKL,51,1.0,0.0001,sample10.pathological,pathological,0.2405614902689167
SIWKL,51,1.0,1e-06,sample01.functional,functional,-0.09111965787631318
SIWKL,51,1.0,1e-06,sample02.functional,functional,-0.08543614885199974
SIWKL,51,1.0,1e-06,sample03.functional,functional,-0.08253528865839246
SIWKL,51,1.0,1e-06,sample04.functional,functional,-0.08191291950125014
SIWKL,51,1.0,1e-06,sample05.functional,functional,-0.09826214242898042
SIWKL,51,1.0,1e-06,sample06.pathological,pathological,0.22796982679484226
SIWKL,51,1.0,1e-06,sample07.pathological,pathological,0.23120225456577287
SIWKL,51,1.0,1e-06,sample08.pathological,pathological,0.23360124462683943
SIWKL,51,1.0,1e-06,sample09.pathological,pathological,0.24132138924011817
SIWKL,51,1.0,1e-06,sample10.pathological,pathological,0.2405610355526641
SIWKL,51,0.1,1.0,sample01.functional,functional,-0.09129553893332547
