method,weight_function,capped_weight,k,alpha,beta,sample,class,silhouette_value
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.001,1.0,sample04.functional,functional,-0.057916853495462835
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.001,1.0,sample05.functional,functional,-0.06866263144140591
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.001,1.0,sample06.pathological,pathological,0.14909853983085844
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.001,1.0,sample07.pathological,pathological,0.1535310705598894
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.001,1.0,sample08.pathological,pathological,0.15191923893411244
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.001,1.0,sample09.pathological,pathological,0.15689348440440448
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.001,1.0,sample10.pathological,pathological,0.15629583967866356
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.0001,1.0,sample01.functional,functional,-0.06067613299789269
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.0001,1.0,sample02.functional,functional,-0.05915664779868637
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.0001,1.0,sample03.functional,functional,-0.060608903943906244
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.0001,1.0,sample04.functional,functional,-0.057846017239859104
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.0001,1.0,sample05.functional,functional,-0.06858032564295306
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.0001,1.0,sample06.pathological,pathological,0.14899715293987792
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.0001,1.0,sample07.pathological,pathological,0.15342823417604082
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.0001,1.0,sample08.pathological,pathological,0.1518130718910542
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.0001,1.0,sample09.pathological,pathological,0.1567805584372978
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.0001,1.0,sample10.pathological,pathological,0.1561797568998724
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1e-06,1.0,sample01.functional,functional,-0.060593006288618245
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1e-06,1.0,sample02.functional,functional,-0.059075048913880414
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1e-06,1.0,sample03.functional,functional,-0.06055970632319239
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1e-06,1.0,sample04.functional,functional,-0.05777494438670822
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1e-06,1.0,sample05.functional,functional,-0.06849776099701838
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1e-06,1.0,sample06.pathological,pathological,0.1488954452835218
